CRN,COURSE,SECTION,DAY,START TIME,END TIME,FIRST NAME,LAST NAME,LOCATION
27605,FREN 1,01Z,MW,1230,1420,Loubna,Hafid,ONLINE
01076,FREN 1,40Z,MW,1830,2045,Loubna,Hafid,ONLINE
